rijksmonumentnummer,eindlabel,onderzoeksstatus,beleidsdoorlaat,confidence,reden,uitsluiting_fragments,relatieve_waardering_fragments,constatering_fragments,vanwege_fragments
522488,relatieve_waardering,inhoudelijk_relevant,True,0.99,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""heeft ... waarde"".",,Het woonblok is van algemeen belang. | Het heeft cultuurhistorische waarde als voorbeeld van representatieve woningbouw voor een nieuwe klasse van stedelijke welgestelden rondom de eeuwwisseling. | Het heeft ensemblewaarde vanwege de samenhang met het woonblok Koningsweg 1-5 en Hertogstraat 2 en vanwege de samenhang in stijl en voorkomen met de rest van de woningen in de straat.,De winkelruimte is anno 1999 in gebruik als woning. | De werkplaats dateert uit later tijd en was aanvankelijk woonruimte. | Op de begane grond van het pand Guldenvliesstraat 3 is in later tijd een dubbele toegangspoort aangebracht.,Het heeft ensemblewaarde vanwege de samenhang met het woonblok Koningsweg 1-5 en Hertogstraat 2 en vanwege de samenhang in stijl en voorkomen met de rest van de woningen in de straat.
27756,constatering,contextueel_relevant,False,0.78,"De tekst bevat een neutrale constatering over een wijziging (""Pui gewijzigd"") zonder expliciete waardering of uitsluiting.",,,Pui gewijzigd.,
509509,uitsluiting,inhoudelijk_relevant,True,0.99,De tekst bevat expliciete uitsluitingsformuleringen: onderdelen 'vallen buiten de bescherming'.,"een houten aankapping die buiten de bescherming valt | een vernieuwde houten aankapping, die buiten de bescherming valt",Woonhuis van algemeen architectuur- en cultuurhistorisch belang | vanwege de fraaie detaillering en ornamentiek | vanwege de hoge mate van gaafheid van het exterieur en delen van het interieur,"Oorspronkelijk had het huis twee dakkapellen aan de voorzijde, deze zijn nu verdwenen | De achtergevel heeft over de hele breedte een vernieuwde houten aankapping",vanwege de voor die periode kenmerkende overgangsarchitectuur met Art Nouveau ornamentiek en Chaletstijl elementen | vanwege zijn waarde als goede representant van het oeuvre van de architect P.M.A. Huurman | vanwege de beeldbepalende ligging aan de doorgaande weg Ulrum- Leens
5897,constatering,contextueel_relevant,False,0.62,De tekst bevat een neutrale beschrijving met datering van onderdelen (XVIII en XIX) zonder waarderende of uitsluitende formuleringen.,,,Huisje (XVIII) met gevel onder rollagentop (XIX).,
3076,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object en een datering, zonder waarderings- of uitsluitingsformuleringen.",,,Hoekhuis met smal voorgeveltje onder rechte lijst (XIX A).,
13386,relatieve_waardering,inhoudelijk_relevant,True,0.93,De tekst kent expliciet waardering toe aan het gebouw door het als harmonisch te typeren en 'van oudheidkundige waarde' te noemen.,,Gebouw van eenvoudige doch harmonische architectuur | en van oudheidkundige waarde.,,
24926,constatering,contextueel_relevant,False,0.74,"De tekst bevat een neutrale constatering over een latere wijziging: ""onderpui verbouwd"".",,,onderpui verbouwd,
7919,geen,niet_relevant,False,0.78,"De tekst bevat alleen een korte, neutrale beschrijving en datering zonder uitsluiting, waardering, constatering van latere onderdelen of een 'vanwege'-formulering.",,,,
30155,constatering,contextueel_relevant,False,0.62,De tekst bevat uitsluitend neutrale bouwkundige beschrijvingen zonder expliciete waarderings- of uitsluitingsformules.,,,Deftig herenhuis (XVIIId) van parterre en verdieping met twee evenwijdige schilddaken en aan de voorzijde schilddak evenwijdig aan de straatas. | Dakkapellen en hoekschoorstenen. | Zware kroonlijst boven de voorgevel.,
37776,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale, beschrijvende kenmerken van het huis zonder waarderings- of uitsluitingsformuleringen.",,,Huis met gecementeerde trapgevel. | De treden afgedekt met natuurstenen platen. | Waterlijsten.,
27655,constatering,contextueel_relevant,False,0.74,De tekst bevat neutrale constateringen over wijzigingen en latere onderdelen zonder expliciete waardering of uitsluiting.,,,"aangekoppeld gewijzigd venster | De lateien met later blokwerk. | Uit een paneel onder het benedenvenster blijkt, dat dit de plaats inneemt van twee oorspronkelijke.",
13642,relatieve_waardering,inhoudelijk_relevant,True,0.94,"De tekst kent expliciet waardering toe met de formule ""van algemeen belang"" en noemt de waarde (oudheidkundig en kunsthistorisch).",,Gebouw van algemeen belang wegens oudheidkundige en kunsthistorische waarde.,Van de oorspronkelijke parkaanleg rond het huis is nog slechts het rosarium over.,Gebouw van algemeen belang wegens oudheidkundige en kunsthistorische waarde.
23075,constatering,contextueel_relevant,False,0.62,De tekst bevat een neutrale beschrijving van het pand en een constatering over de pui zonder expliciete waarderings- of uitsluitingsformulering.,,,Pand met geverfde lijstgevel XVIII-XIX. | Pui verminkt.,
511430,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst kent expliciete waarderingsformules toe, waaronder ""van algemeen ... belang"" en noemt waarderende criteria zoals ""beeldbepalende"" en ""gaafheid"".",,"van algemeen cultuur-, architectuurhistorisch en stedenbouwkundig belang | de beeldbepalende ligging | de gaafheid van het exterieur",,"van algemeen cultuur-, architectuurhistorisch en stedenbouwkundig belang vanwege: | de ruimtelijke en functionele relatie met de overige onderdelen van het complex | de functie (winkel) binnen 't Lansink"
516213,geen,niet_relevant,False,0.78,"De tekst bevat alleen bronverwijzingen (gemeente/bouwarchief/fotoarchief) en geen uitsluitingen, waarderingen, constateringen of 'vanwege'-formuleringen.",,,,
8081,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object zonder waardering, uitsluiting of 'vanwege'-formulering.",,,Gepleisterd huis met rechte kroonlijst.,
483767,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en benoemt cultuurhistorische en architectuurhistorische waarde.",,"Het karakteristieke complex | met een opmerkelijke architectonische vormgeving, typerend voor de verstrakte versie van de Amsterdamse School rond 1930 | van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde",In de loop van de tijd zijn diverse stalen vensters vervangen door houten kozijnen en ramen en ook een aantal stalen bovenlichten met donker gekleurd glas zijn vervangen.,van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde vanwege zijn bijzondere stedenbouwkundige situering en de architectonische kwaliteiten van het ontwerp.
37627,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale beschrijvingen van bouwkundige kenmerken en datering, zonder waarderings- of uitsluitingsformules.",,,Huis met XIX B gepleisterde lijstgevel met consoles. | Eenvoudige voordeuromlijsting. | Stoeptreden.,
450403,relatieve_waardering,inhoudelijk_relevant,True,0.93,De tekst kent expliciet waardering toe met de formulering dat het pand 'van architectonisch en historisch belang' is.,,Deze oorspronkelijke situering is opmerkelijk te noemen | Het pand is van architectonisch en historisch belang.,"Hierachter is later een op kelders gelegen, en daarmee verhoogd, bouwdeel aangebracht",
17959,constatering,contextueel_relevant,False,0.74,De tekst bevat alleen een neutrale bouwkundige beschrijving zonder waarderende of uitsluitende formuleringen.,,,Pand met gevel uit het begin van de 19e eeuw | met kroonlijst op gesneden consoles | ingang met pilasteromlijsting,
527782,relatieve_waardering,inhoudelijk_relevant,True,0.94,"De tekst bevat expliciete waarderingsformuleringen zoals ""van algemeen belang"" en ""wegens ... waarde"".",,van algemeen belang | wegens architectuur- en kunsthistorische alsook stedenbouwkundige waarde | als beelbepalend onderdeel van een complex van vier bouwblokken,,
8425,geen,niet_relevant,False,0.74,"De tekst bevat alleen een neutrale datering en omschrijving zonder uitsluiting, waardering, constatering van latere onderdelen of een 'vanwege'-formulering.",,,,
26730,constatering,contextueel_relevant,False,0.78,"De tekst bevat alleen neutrale bouwkundige beschrijvingen zonder waardering, uitsluiting of 'vanwege'-formulering.",,,HUIS met lijstgevel. | Segmentboogvensters. | Beneden segmentboogvensters en -ingangen in Naamse Steen.,
8148,constatering,contextueel_relevant,False,0.74,"De tekst bevat neutrale constateringen over verwoesting, restauratie en herkomst van onderdelen, zonder expliciete waardering of uitsluiting.",,,"waarvan de eerste in 1945 verwoest | en de laatste gerestaureerd | Wapensteen (1562) en poortje, afkomstig uit het verwoeste gedeelte.",
507087,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst kent expliciete waarderingsformules toe, waaronder 'van algemene ... waarde' en meerdere waarderingen 'als' en 'vanwege'.",,zijn van algemene cultuurhistorische en architectuurhistorische waarde | als exemplarische voorbeeld van de woningtypologie ontwikkeld door W.K. de Wijs | vanwege de redelijke mate van gaafheid van het exterieur,"De contemporaine uitbouwen, de dubbele bijkeukens, hebben een flauwhellend zadeldak, belegd met rode verbeterde Hollandse pannen. | Op het achterschild van het dak vierpans daklichten van ijzer en op de hoekwoningen zijn twee houten dakkapellen. | De woningen werden in 1921 gebouwd in een baksteenarchitectuur die beïnvloed is door het expressionisme.",vanwege de redelijke mate van gaafheid van het exterieur | vanwege de redelijke mate van belang van de detaillering
27487,relatieve_waardering,inhoudelijk_relevant,True,0.74,"De tekst kent expliciet waardering toe via de formulering ""belangrijke resten"".",,De achtergevel bevat belangrijke resten van Naamse steen,"PAND nr 31 met aan de voorzijde een lijstgevel, XVIII, met een ingang en vensters in Naamse steen. | Gebroken kap. | Over de Jeker een gemetselde boogbrug.",
40568,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale, beschrijvende constateringen van bouwstijl, datering en onderdelen, zonder waarderings- of uitsluitingsformules.",,,"HUIS met Lod.XVI lijstgevel, niet op vlucht, gebouwd 1827-28. | Hardstenen middentravee. | Boven de middenvensters festoenen.",
37649,relatieve_waardering,inhoudelijk_relevant,True,0.86,"De tekst kent expliciet waardering toe door het complex als voorbeeld van een stijl te kwalificeren en termen als ""meest levendige"" en ""zeer bijzondere"" te gebruiken.",,"Voorbeeld van de ""Amsterdamse School"" stijl in haar meest levendige, irrationele fase | gekenmerkt door zuiver decoratieve golvingen en sprongen in de muurvlakken | met zeer bijzondere terugwijkend opeengestapelde cilinders",,
525317,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst kent expliciet monumentale waarde toe met standaardformules zoals ""van algemeen belang"" en ""heeft ... waarde"".",,is van algemeen belang vanwege de cultuur- en architectuurhistorische waarde | als voorbeeld van het bouwtype arbeiderswoning en als uitdrukking van een specifieke woonfunctie | heeft stedenbouwkundige waarde vanwege de beeldbepalende ligging aan de Doelenstraat,,"van algemeen belang vanwege de cultuur- en architectuurhistorische waarde | vanwege de ouderdom en de redelijke mate van gaafheid van de voorgevel, het materiaalgebruik en de detaillering daarvan | heeft stedenbouwkundige waarde vanwege de beeldbepalende ligging aan de Doelenstraat in het beschermde stadsgezicht van Delft"
519183,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere toekenningen van (cultuur)historisch en ensemblebelang.",,Het woonhuis is van algemeen belang. | Het heeft cultuurhistorisch belang als bijzondere uitdrukking van de sociaal-economische ontwikkeling | Het huis heeft ensemblewaarde als onderdeel van een karakteristieke reeks dorpshuizen in de oude kern van Oirschot.,,"Het is van belang vanwege de architectonische gaafheid van het exterieur. | Het is van belang vanwege de architectuurhistorische, bouwtechnische en typologische zeldzaamheid."
17774,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het pand en de stijl, zonder waardering, uitsluiting of 'vanwege'-formulering.",,,Pand met bakstenen gevel in Lodewijk XIV stijl.,
484795,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules (o.a. ""van algemeen belang"" en toekenning van cultuurhistorische/architectuurhistorische waarde).",,van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde | stedebouwkundig opmerkelijk gesitueerd rondom het Bernoulliplein | dat een van de hoogtepunten vormt in het oeuvre van de architect,,van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde | alsmede vanwege de opmerkelijke stedebouwkundige organisatie en de bijzondere ontwikkeling in het stedebouwkundig denken | alsmede vanwege de esthetische en architectonische kwaliteiten van het ontwerp
478476,relatieve_waardering,inhoudelijk_relevant,True,0.97,"De tekst bevat expliciete waarderingsformuleringen zoals ""van ... belang"" en ""uitzonderlijk waardevolle"".",,"Woningblok van cultuurhistorisch, architectuurhistorisch, typologisch en stedebouwkundig belang | alsook van belang voor de geschiedenis van de Rijkswerkinrichting Veenhuizen | tevens van belang als functioneel onderdeel van het uitzonderlijk waardevolle complex Veenhuizen",,
14743,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen een neutrale beschrijving van ligging en bouwkundige kenmerken, zonder waarderings- of uitsluitingsformuleringen.",,,Pand in de as van de Smedestraat. | Schilddak en gepleisterde lijstgevel met deuromlijsting (XVIII B).,
12995,constatering,contextueel_relevant,False,0.62,De tekst bevat uitsluitend neutrale bouwkundige beschrijvingen zonder waarderings- of uitsluitingsformules.,,,"Hoekpand Heilige Geeststeeg onder langgerekt schilddak, waarin dakvenster met fronton. | Lijstgevel (XIXc), waarin getoogde vensters. | Achterhuis met gepleisterde zijgevel en muurankers.",
15976,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale bouwkundige beschrijving zonder waardering, uitsluiting of 'vanwege'-formulering.",,,huis onder schilddak | met gepleisterde lijstgevel,
18401,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van een bouwkundig kenmerk zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Pand met 17e eeuwse trapgevel.,
532084,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving van het object zonder waardering, uitsluiting of 'vanwege'-formulering.",,,Twee woonblokken met plantsoen aan de voorzijde.,
530956,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere benoemde waarden (cultuurhistorisch, architectuurhistorisch, stedenbouwkundig, ensemblewaarde).",,is van algemeen belang vanwege: | cultuurhistorische waarde als toonbeeld | architectuurhistorische waarde als uitzonderlijk voorbeeld,,stedenbouwkundige waarde vanwege de opmerkelijke carrévormige aanleg; | ensemblewaarde vanwege de functioneel ruimtelijke relatie van de onderdelen. | is van algemeen belang vanwege:
13619,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst kent expliciet waardering en monumentale betekenis toe met de formule ""van algemeen belang"" en noemt de waardegronden.",,Fraai gebouw | van algemeen belang | wegens oudheidkundige en kunsthistorische waarde,,
36977,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen een neutrale beschrijving en datering zonder waarderende of uitsluitende formuleringen.,,,Arbeidershuisje met gepleisterde gevel. | XVIII.,
36941,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale opsommingen/beschrijvingen van bouwkundige onderdelen zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Pand genaamd St. Lucas. | Lijstgevel. | Dakkapel.,
452729,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""van cultuurhistorische en typologische waarde"" en ""waardevol voorbeeld"".",,is van cultuurhistorische en typologische waarde | Het is tevens het oudste appartementengebouw van Nederland. | Architectuurhistorisch is het een waardevol voorbeeld van de Nieuwe Haagse School.,,van cultuurhistorische en typologische waarde vanwege zijn voor Nederland zeldzame woonvorm van het luxueuze woonhotel
504988,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""van belang vanwege"" met genoemde (architectuur)historische, stedenbouwkundige en ensemblewaarde.",,Bouwblok van algemeen belang vanwege de architectuurhistorische waarde | alsmede van belang vanwege de stedebouwkundige en ensemble waarde | als beeldbepalend onderdeel van een uit 7 bouwblokken bestaand woningbouwcomplex en tevens karakteristieke NW begrenzing van plan Zuid II van Berlage,,van algemeen belang vanwege de architectuurhistorische waarde | van belang vanwege de stedebouwkundige en ensemble waarde
26871,constatering,contextueel_relevant,False,0.78,"De tekst bevat een neutrale constatering van een modern onderdeel zonder waardering: ""Pui modern.""",,,Pui modern.,
10330,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale, beschrijvende constateringen over situering, gevels, dak en datering, zonder waarderings- of uitsluitingsformules.",,,Gepleisterde gevels. | Hoog schilddak. | 17e-19e eeuw.,
16207,constatering,contextueel_relevant,False,0.78,"De tekst bevat uitsluitend neutrale, beschrijvende constateringen van bouwdelen en datering, zonder waarderings- of uitsluitingsformules.",,,"Pand, bestaande uit twee huizen (XVII ?) onder schilddaken, die achter tegen puntgevels aansluiten. | Aan de voorzijde gepleisterde lijstgevel (XIXc). | Langs de steeg opzij van het huis een bakstenen tuinmuur met getoogd poortje en ezelsrug-afdekking (XVIII).",
519828,relatieve_waardering,inhoudelijk_relevant,True,0.98,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen ... belang"" en kwalificaties van waarde/gaafheid.",,"van algemeen historisch, architectuurhistorisch en stedenbouwkundig belang | opmerkelijk exotische Chalet-Stijl | uitwendig gave, inwendig meestal aangepaste woningen",Van binnen is de woning vooral op de begane grond verbouwd | In de oorspronkelijke achtergevel zijn drie vensters met kleine roeden en een glasdeur vervangen door een glaspui | De suitepui is verdwenen,"van algemeen historisch, architectuurhistorisch en stedenbouwkundig belang - vanwege de voor die tijd zeldzaam voorkomende, uit het buitenland geïmporteerde houten systeembouw | - vanwege de daardoor in het bestaande architectonische beeld opmerkelijk exotische Chalet-Stijl | - vanwege de daardoor in het bestaande architectonische beeld opmerkelijk exotische Chalet-Stijl van de uitwendig gave, inwendig meestal aangepaste woningen"
530918,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en meerdere ""wegens ... waarde""-opsommingen.",,Het woonblok is van algemeen belang | als evidente mijlpaal in de ontwikkeling van de midden twintigste-eeuwse architectuur en stedenbouw in Nederland | wegens de ensemblewaarde als onderdeel van een complex met vier identieke woonblokken,Thans is de indeling van veel woningen aangepast aan nieuwe woonwensen. | maar bij vernieuwing van de vensters vervangen door gekleurde folie in dezelfde kleuren echter met een andere kleurintenstiteit en rangschikking. | voorzien van een geel geschilderd uitwendig isolatiemateriaal aangebracht binnen de wit geschilderde omlijsting.,wegens de ensemblewaarde als onderdeel van een complex met vier identieke woonblokken | wegens de stedenbouwkundige waarde als onderdeel van de uitbreidingsplannen Zuider Amstelkanaal I | wegens de bijzondere kunsttoepassing door het gebruikmaken van gekleurde platen onder de vensters en de integratie van kunst en architectuur in het exterieur.
9195,geen,niet_relevant,False,0.78,"De tekst bevat alleen een korte bouwkundige beschrijving zonder uitsluiting, waardering, constatering van latere onderdelen of een 'vanwege'-formulering.",,,,
526717,relatieve_waardering,inhoudelijk_relevant,True,0.93,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en benoemt waarden (sociaal- en architectuurhistorisch).",,van algemeen belang | vanwege sociaal- en architectuurhistorische waarde | als historisch-functioneel onderdeel van het complex Zaanhof,,van algemeen belang vanwege sociaal- en architectuurhistorische waarde
40795,constatering,contextueel_relevant,False,0.78,De tekst bevat een neutrale constatering over een later toegevoegd onderdeel (XX toegevoegde dakkapellen) zonder waardering of uitsluiting.,,,In XX toegevoegde dakkapellen.,
18458,constatering,contextueel_relevant,False,0.78,De tekst bevat alleen neutrale bouwkundige beschrijvingen zonder waarderings- of uitsluitingsformules.,,,Drie traveeën breed onderkelderd hoekpand met volledige verdieping en lage zolderverdieping. | Op de verdieping zesruitsvensters; | forse kroonlijst.,
522455,uitsluiting,inhoudelijk_relevant,True,0.93,De tekst bevat een expliciete uitsluiting van onderdelen die niet onder de bescherming vallen.,23 gelijksoortige wooneenheden gerealiseerd die buiten deze bescherming vallen,Het blok arbeiderswoningen is van algemeen belang. | Het object bezit cultuurhistorische waarde | Het object bezit ensemblewaarden,"Vooral bij de renovaties in 1969 en 1990 zijn de woningen inwendig zo goed als volledig gemoderniseerd. | Vensterruiten, oorspronkelijk met horizontale roeden, werden grotendeels versoberd. | Alhoewel inwendig rigoreus gemoderniseerd geven de woningen nog een goede indruk van de oorspronkelijke opzet.","vanwege het belang voor de ontwikkeling en het doelgroepenbeleid van woningbouwverenigingen; | Verder vanwege het belang voor de typologische ontwikkeling van gesloten bouwblokken. | Het object bezit architectuurhistorische waarden vanwege het belang van de gehanteerde, redelijk zeldzame stijlencombinatie"
10099,constatering,contextueel_relevant,False,0.62,"De tekst bevat uitsluitend neutrale bouwkundige beschrijvingen zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,"Breed herenhuis uit omstreeks 1860, met mansardedak | kroonlijst op zware voluutvormige consoles | beganegronds gebosseerd en daarboven glad witgepleisterde gevel",
511388,uitsluiting,inhoudelijk_relevant,True,0.78,De tekst bevat een expliciete formulering dat een onderdeel (de aanbouw aan de achterzijde) voor de bescherming van ondergeschikt belang is.,De aanbouw aan de achterzijde is voor de bescherming van ondergeschikt belang.,"Het woonhuis aan de Burgstraat is van algemeen belang vanwege cultuurhistorische, architectuurhistorische en bouwhistorische waarde | Het pand heeft bouwhistorische waarde vanwege de ouderdom van de onderdelen en de goede afleesbaarheid van diverse bouwfasen in het casco. | Het woonhuis heeft situationele waarde vanwege de ligging aan de voormalige oostgrens van de historische kern van Gorinchem en ensemblewaarde met het naastgelegen pand Burchtstraat 31.","Het pand is in 1998-1999 gerestaureerd en inwendig heringericht. | De benedenpui heeft een in 1947, en opnieuw bij de restauratie in 1998-1999, gewijzigde entree | Hieronder een 19e-eeuwse bordestrap van begane grond naar verdieping, voorzien van gietijzeren spijlen.","Het woonhuis aan de Burgstraat is van algemeen belang vanwege cultuurhistorische, architectuurhistorische en bouwhistorische waarde | Het pand heeft bouwhistorische waarde vanwege de ouderdom van de onderdelen en de goede afleesbaarheid van diverse bouwfasen in het casco. | Het woonhuis heeft situationele waarde vanwege de ligging aan de voormalige oostgrens van de historische kern van Gorinchem"
484112,uitsluiting,inhoudelijk_relevant,True,0.98,De tekst bevat een expliciete uitsluiting van een onderdeel van de bescherming.,die buiten de bescherming valt,goed bewaard gebleven | van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde | een waardevol architectonisch element,"In 1949 is het gebouw, om een bijdrage te leveren aan de heersende woningnood, gesplitst in een afzonderlijke beneden- en bovenwoning. | Ten behoeve hiervan werd de indeling op de eerste verdieping gewijzigd, kreeg de achtergevel een balkon en werd een stalen buitentrap aan de noordgevel geplaatst | Het gebouw is thans nog in gebruik als woonhuis; de verdieping is verhuurd.",van algemeen belang vanwege zijn cultuurhistorische en architectuurhistorische waarde vanwege de architectonische gaafheid van het exterieur en vanwege de bijzondere relatie tussen exterieur en interieur (onderdelen).
1978,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale beschrijvingen van bouwperiode en kenmerken, zonder waarderings- of uitsluitingsformules.",,,Huis (XVII) met XIX gepleisterde en van een vaag klokvormige top voorziene gevel. | Vormt inwendig een bouwkundig geheel met nr 35.,
15427,constatering,contextueel_relevant,False,0.74,"De tekst bevat uitsluitend neutrale bouwkundige beschrijvingen zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Herenhuis met geelgepleisterde lijstgevel; ingang met kroonlijst op gecanneleerde pilasters. | Dwars zadeldak tussen topgevels met vlechtingen. | Achter het huis een oud bedrijfsgebouw met open houten bovenbouw.,
29508,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale beschrijvingen van bouwkundige kenmerken zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,Huis met geverfde lijstgevel. | Eenvoudige deuromlijsting. | Stoep met schuin kelderluik.,
40196,constatering,contextueel_relevant,False,0.78,"De tekst bevat alleen neutrale beschrijvingen van kenmerken en datering, zonder waarderings- of uitsluitingsformuleringen.",,,"Pand met schilddak en eenvoudige, gepleisterde lijstgevel, 19e eeuw. | Rechts stoephek.",
30232,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale, feitelijke beschrijving zonder waardering, uitsluiting of 'vanwege'-formulering.",,,Hoekpand Cattenhagestraat 1. | Gepleisterde lijstgevel.,
26933,constatering,contextueel_relevant,False,0.74,"De tekst bevat alleen neutrale, beschrijvende kenmerken zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,"Huis met lijstgevel, XVIII. | Segmentboogvensters en -ingang in Naamse steen; | Links een lager poortgebouw.",
29764,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen een neutrale beschrijving en datering zonder waarderende of uitsluitende formuleringen.,,,"Pandje met puntgevel onder rollaag, waarschijnlijk 18e eeuw.",
30572,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen neutrale beschrijvingen van bouwdelen en datering, zonder expliciete waardering, uitsluiting of 'vanwege'-formulering.",,,"Pand, in oorsprong XVII, met afgewolfd zadeldak en ingezwenkte gevel onder rechte lijst (midden XIX), waarin gesneden deur. | In de linker zijgevel twee sierankers (XVII). | Naast de deur een eenvoudig stoephek.",
26205,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving (type, afwerking, gevelvorm en datering) zonder waarderings- of uitsluitingsformuleringen.",,,"Dwarshuis, gepleisterd met topgevel, 17e eeuw.",
39260,geen,niet_relevant,False,0.93,"De tekst bevat alleen een korte typering en datering (""Vakwerkcomplex, XVIII."") zonder uitsluiting, waardering, constatering van latere onderdelen of een 'vanwege'-formulering.",,,,
26252,constatering,contextueel_relevant,False,0.62,"De tekst bevat alleen een neutrale beschrijving en datering, zonder waarderings- of uitsluitingsformuleringen.",,,"Boerderij, langhuis, gepleisterde afgewolfde voorgevel met gesmede muurankers, dak met riet gedekt. | 17e eeuw.",
518078,relatieve_waardering,inhoudelijk_relevant,True,0.95,"De tekst bevat expliciete waarderingsformules zoals ""Van algemeen belang"" en kwalificaties als ""gaaf bewaard gebleven"" en ""zeldzaam"".",,Van algemeen belang vanwege de cultuurhistorische waarde als voorbeeld van de typologische ontwikkeling van de langgevelboerderij in het Peelgebied. | Het geheel is gaaf bewaard gebleven | als complex met dienstwoning zeldzaam,,Van algemeen belang vanwege de cultuurhistorische waarde als voorbeeld van de typologische ontwikkeling van de langgevelboerderij in het Peelgebied.
517182,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst bevat expliciete waarderingsformules zoals ""van algemeen belang"" en ""heeft cultuurhistorisch belang/architectuurhistorische waarde"".",,De fabriekshal is van algemeen belang. | Het gebouw heeft cultuurhistorisch belang als uitdrukking van de sociaal-economische ontwikkeling van de leer- en schoenindustrie en als voorbeeld van de typologische ontwikkeling van de schoenfabriek. | Het heeft architectuurhistorische waarde wegens de Expressionistische vormgeving en is van belang als voorbeeld van het werk van H. Frankefort.,De zijgevel is beslagen met moderne metalen platen.,Het heeft architectuurhistorische waarde wegens de Expressionistische vormgeving
10508,constatering,contextueel_relevant,False,0.62,De tekst bevat alleen neutrale beschrijvingen van kenmerken zonder waarderings- of uitsluitingsformuleringen.,,,"Boerderijtje, onder rieten schilddak. | Zesruitsschuiframen. | Bedrijfsgedeelte gedeeltelijk met houten wanden.",
527656,relatieve_waardering,inhoudelijk_relevant,True,0.96,"De tekst kent expliciet monumentale waardering toe met de formule ""van algemeen belang"" en meerdere ""vanwege""-waarderingsgronden.",,De molen is van algemeen belang: | vanwege bouwtechnisch-historische waarden als representatief voorbeeld van een houten achtkante korenmolen uit het midden van de negentiende eeuw; | vanwege cultuurhistorische waarden als onderdeel van de geschiedenis van de graanmaalderijen van Nederland en de industriële ontwikkeling van Noord-Holland en de plaatselijke geschiedenis;,,"vanwege bouwtechnisch-historische waarden als representatief voorbeeld van een houten achtkante korenmolen uit het midden van de negentiende eeuw; | vanwege cultuurhistorische waarden als onderdeel van de geschiedenis van de graanmaalderijen van Nederland en de industriële ontwikkeling van Noord-Holland en de plaatselijke geschiedenis; | vanwege de zeldzaamheid van een stellingmolen met achtkantstijlen uit één lengte en het feit dat het hier een van elders afkomstige, verplaatste molen betreft."
